player_id,team_id,index,gp,goals,assists,powerPlayGoals,powerPlayAssists,shortHandedGoals,shortHandedAssists,shots,blocked,timeOnIce,fantasy_points,type,season,firstName,lastName,nationality,birthCity,primaryPosition,birthDate,birthStateProvince,height,height_cm,weight,shootsCatches,BirthYear,currentyear,age,franchiseId,shortName,teamName,abbreviation
8473994,25,137752,72,19,20,8,6,0,0,170,58.0,70986,759.8000000000002,R,20192020,Jamie,Benn,CAN,Victoria,LW,1989-07-18 01:00:00,BC,"6' 2""",187.96,209.0,L,1989,2019,30,15,Dallas,Stars,DAL
8474000,6,60031,10,0,2,0,2,0,0,13,8.0,8181,50.6,R,20192020,Steven,Kampfer,USA,Ann Arbor,D,1988-09-24 01:00:00,MI,"5' 11""",180.34,195.0,R,1988,2019,31,6,Boston,Bruins,BOS
8474008,6,6051,1,0,0,0,0,0,0,0,1.0,382,1.6,R,20192020,Paul,Carey,USA,Boston,C,1988-09-24 01:00:00,MA,"6' 1""",185.42,200.0,L,1988,2019,31,6,Boston,Bruins,BOS
8474009,18,2174675,67,18,17,1,0,0,0,104,89.0,66407,661.3000000000002,R,20192020,Nick,Bonino,USA,Hartford,C,1988-04-20 01:00:00,CT,"6' 1""",185.42,196.0,L,1988,2019,31,34,Nashville,Predators,NSH
8474013,21,1518315,68,4,22,0,0,0,0,94,126.0,72028,575.9999999999998,R,20192020,Ian,Cole,USA,Ann Arbor,D,1989-02-21 00:00:00,MI,"6' 1""",185.42,219.0,L,1989,2019,30,27,Colorado,Avalanche,COL
8474027,4,289637,65,3,16,0,1,0,0,73,85.0,67215,417.3000000000002,R,20192020,Justin,Braun,USA,Minneapolis,D,1987-02-10 00:00:00,MN,"6' 2""",187.96,205.0,R,1987,2019,32,16,Philadelphia,Flyers,PHI
8474031,14,518237,73,8,26,1,6,0,0,135,68.0,82713,632.3000000000001,R,20192020,Kevin,Shattenkirk,USA,New Rochelle,D,1989-01-29 00:00:00,NY,"6' 0""",182.88,200.0,R,1989,2019,30,31,Tampa Bay,Lightning,TBL
8474034,14,475038,67,9,15,1,2,0,0,82,14.0,50013,383.0999999999999,R,20192020,Patrick,Maroon,USA,St. Louis,LW,1988-04-23 01:00:00,MO,"6' 3""",190.5,225.0,L,1988,2019,31,31,Tampa Bay,Lightning,TBL
8474037,4,304347,68,19,21,4,5,0,0,153,19.0,60459,675.7000000000002,R,20192020,James,van Riemsdyk,USA,Middletown,LW,1989-05-04 01:00:00,NJ,"6' 3""",190.5,210.0,L,1989,2019,30,16,Philadelphia,Flyers,PHI
8474038,8,760680,29,4,6,0,0,1,0,29,18.0,24928,173.19999999999996,R,20192020,Paul,Byron,CAN,Ottawa,LW,1989-04-27 01:00:00,ON,"5' 9""",175.26,162.0,L,1989,2019,30,1,Montreal,Canadiens,MTL
8474040,17,168590,6,1,0,1,0,0,0,10,1.0,5427,30.1,R,20192020,Sam,Gagner,CAN,London,C,1989-08-10 01:00:00,ON,"5' 11""",180.34,200.0,R,1989,2019,30,12,Detroit,Red Wings,DET
8474040,22,1076715,36,5,7,1,1,0,0,69,9.0,28213,241.8,R,20192020,Sam,Gagner,CAN,London,C,1989-08-10 01:00:00,ON,"5' 11""",180.34,200.0,R,1989,2019,30,25,Edmonton,Oilers,EDM
8474053,28,889815,52,16,23,0,9,0,2,126,45.0,57806,658.0999999999999,R,20192020,Logan,Couture,CAN,Guelph,C,1989-03-28 01:00:00,ON,"6' 1""",185.42,205.0,L,1989,2019,30,29,San Jose,Sharks,SJS
8474056,1,2291374,68,7,11,2,4,0,0,151,90.0,90265,560.6,R,20192020,P.K.,Subban,CAN,Toronto,D,1989-05-13 01:00:00,ON,"6' 0""",182.88,210.0,R,1989,2019,30,23,New Jersey,Devils,NJD
8474062,29,206649,64,5,9,0,0,1,0,64,36.0,45479,294.0000000000001,R,20192020,Riley,Nash,CAN,Consort,C,1989-05-09 01:00:00,AB,"6' 1""",185.42,200.0,R,1989,2019,30,36,Columbus,Blue Jackets,CBJ
8474068,18,2012460,62,9,22,2,8,0,0,88,25.0,57378,469.80000000000007,R,20192020,Kyle,Turris,CAN,New Westminster,C,1989-08-14 01:00:00,BC,"6' 1""",185.42,190.0,R,1989,2019,30,34,Nashville,Predators,NSH
8474090,3,1544073,62,3,5,0,0,1,1,45,41.0,41298,217.59999999999985,R,20192020,Brendan,Smith,CAN,Mimico,D,1989-02-08 00:00:00,ON,"6' 2""",187.96,211.0,L,1989,2019,30,10,NY Rangers,Rangers,NYR
8474091,23,805887,44,8,9,1,2,0,0,76,15.0,39203,315.1,R,20192020,Brandon,Sutter,CAN,Huntington,C,1989-02-14 00:00:00,NY,"6' 3""",190.5,191.0,R,1989,2019,30,20,Vancouver,Canucks,VAN
8474098,13,578112,69,6,10,0,0,0,0,114,72.0,54838,449.6,R,20192020,Colton,Sceviour,CAN,Red Deer,C,1989-04-20 01:00:00,AB,"6' 0""",182.88,195.0,R,1989,2019,30,33,Florida,Panthers,FLA
8474102,19,2677990,74,27,35,10,18,0,0,172,21.0,81249,926.8,R,20192020,David,Perron,CAN,Sherbrooke,LW,1988-05-28 01:00:00,QC,"6' 0""",182.88,200.0,R,1988,2019,31,18,St Louis,Blues,STL
8474125,19,1371776,38,2,5,0,0,0,1,33,53.0,35922,203.6,R,20192020,Carl,Gunnarsson,SWE,Orebro,D,1986-11-09 00:00:00,,"6' 2""",187.96,198.0,L,1986,2019,33,18,St Louis,Blues,STL
8474134,18,1332324,41,1,2,0,0,0,0,45,38.0,34469,160.79999999999995,R,20192020,Yannick,Weber,CHE,Morges,D,1988-09-23 01:00:00,,"5' 11""",180.34,200.0,R,1988,2019,31,34,Nashville,Predators,NSH
8474141,16,1030453,70,33,51,8,15,0,0,275,19.0,89631,1285.8999999999999,R,20192020,Patrick,Kane,USA,Buffalo,RW,1988-11-19 00:00:00,NY,"5' 11""",180.34,177.0,L,1988,2019,31,11,Chicago,Blackhawks,CHI
8474145,19,1558210,43,2,4,0,0,0,0,36,44.0,33746,184.00000000000003,R,20192020,Robert,Bortuzzo,CAN,Thunder Bay,D,1989-03-18 00:00:00,ON,"6' 4""",193.04,216.0,R,1989,2019,30,18,St Louis,Blues,STL
8474149,13,577544,69,25,22,11,6,0,0,167,24.0,70816,790.1,R,20192020,Evgenii,Dadonov,RUS,Chelyabinsk,RW,1989-03-12 00:00:00,,"5' 11""",180.34,185.0,L,1989,2019,30,33,Florida,Panthers,FLA
8474150,20,2623996,70,16,29,3,7,3,0,157,11.0,75283,703.8,R,20192020,Mikael,Backlund,SWE,Vasteras,C,1989-03-17 00:00:00,,"6' 1""",185.42,199.0,L,1989,2019,30,21,Calgary,Flames,CGY
8474151,14,383809,53,1,12,0,0,0,1,57,108.0,66581,373.99999999999994,R,20192020,Ryan,McDonagh,USA,St. Paul,D,1989-06-13 01:00:00,MN,"6' 1""",185.42,215.0,L,1989,2019,30,31,Tampa Bay,Lightning,TBL
8474157,54,951461,71,32,34,8,11,0,0,307,35.0,76319,1212.7000000000005,R,20192020,Max,Pacioretty,USA,New Canaan,LW,1988-11-20 00:00:00,CT,"6' 2""",187.96,206.0,L,1988,2019,31,38,Vegas,Golden Knights,VGK
8474161,4,318055,71,12,45,4,13,0,0,135,21.0,72726,762.1,R,20192020,Jakub,Voracek,CZE,Kladno,RW,1989-08-15 01:00:00,,"6' 2""",187.96,214.0,L,1989,2019,30,16,Philadelphia,Flyers,PHI
8474162,10,1654928,53,6,17,0,0,0,1,99,110.0,68672,544.4,R,20192020,Jake,Muzzin,CAN,Woodstock,D,1989-02-21 00:00:00,ON,"6' 3""",190.5,216.0,L,1989,2019,30,5,Toronto,Maple Leafs,TOR
8474166,26,496202,41,1,7,0,2,0,0,59,85.0,52931,299.3999999999999,R,20192020,Alec,Martinez,USA,Rochester Hills,D,1987-07-26 01:00:00,MI,"6' 1""",185.42,212.0,L,1987,2019,32,14,Los Angeles,Kings,LAK
8474166,54,180063,13,2,6,0,2,0,0,20,41.0,17138,170.60000000000002,R,20192020,Alec,Martinez,USA,Rochester Hills,D,1987-07-26 01:00:00,MI,"6' 1""",185.42,212.0,L,1987,2019,32,38,Vegas,Golden Knights,VGK
8474176,15,1440957,61,8,18,0,0,1,2,108,20.0,52041,450.79999999999984,R,20192020,Carl,Hagelin,SWE,Sodertalje,LW,1988-08-23 01:00:00,,"5' 11""",180.34,186.0,L,1988,2019,31,24,Washington,Capitals,WSH
8474189,15,1650963,70,16,24,2,4,1,1,152,44.0,71446,704.6,R,20192020,Lars,Eller,DNK,Rodovre,C,1989-05-08 01:00:00,,"6' 2""",187.96,207.0,L,1989,2019,30,24,Washington,Capitals,WSH
8474190,1,2057213,61,8,16,5,4,0,0,110,26.0,55561,446.09999999999997,R,20192020,Wayne,Simmonds,CAN,Scarborough,RW,1988-08-26 01:00:00,ON,"6' 2""",187.96,185.0,R,1988,2019,31,23,New Jersey,Devils,NJD
8474190,7,140989,7,0,1,0,0,0,0,9,3.0,5321,27.2,R,20192020,Wayne,Simmonds,CAN,Scarborough,RW,1988-08-26 01:00:00,ON,"6' 2""",187.96,185.0,R,1988,2019,31,19,Buffalo,Sabres,BUF
8474207,54,858183,64,6,9,1,0,0,1,106,75.0,71140,436.1000000000001,R,20192020,Nick,Holden,CAN,St. Albert,D,1987-05-15 01:00:00,AB,"6' 4""",193.04,214.0,L,1987,2019,32,38,Vegas,Golden Knights,VGK
8474218,53,1933384,50,0,11,0,0,0,1,53,70.0,61484,286.8000000000001,R,20192020,Jason,Demers,CAN,Dorval,D,1988-06-09 01:00:00,QC,"6' 1""",185.42,195.0,R,1988,2019,31,28,Arizona,Coyotes,ARI
8474230,3,551530,22,1,0,0,0,0,0,9,6.0,7295,36.0,R,20192020,Micheal,Haley,CAN,Guelph,C,1986-03-30 00:00:00,ON,"5' 11""",180.34,205.0,L,1986,2019,33,10,NY Rangers,Rangers,NYR
8474250,16,732505,50,4,7,0,0,1,1,43,18.0,35360,205.59999999999994,R,20192020,Zack,Smith,CAN,Maple Creek,LW,1988-04-05 01:00:00,SK,"6' 2""",187.96,208.0,L,1988,2019,31,11,Chicago,Blackhawks,CHI
8474291,23,1017646,55,2,6,0,0,1,1,49,42.0,41461,221.5999999999999,R,20192020,Jay,Beagle,CAN,Calgary,C,1985-10-16 01:00:00,AB,"6' 3""",190.5,218.0,R,1985,2019,34,20,Vancouver,Canucks,VAN
8474563,26,812428,67,7,28,5,9,0,1,141,87.0,103776,681.8000000000002,R,20192020,Drew,Doughty,CAN,London,D,1989-12-08 00:00:00,ON,"6' 1""",185.42,195.0,R,1989,2019,30,14,Los Angeles,Kings,LAK
8474564,14,409820,57,29,37,10,9,0,0,176,38.0,62997,995.9000000000002,R,20192020,Steven,Stamkos,CAN,Markham,C,1990-02-07 00:00:00,ON,"6' 1""",185.42,194.0,R,1990,2019,29,31,Tampa Bay,Lightning,TBL
8474565,19,2642428,73,16,36,6,16,0,1,232,98.0,105689,1020.9999999999995,R,20192020,Alex,Pietrangelo,CAN,King City,D,1990-01-18 00:00:00,ON,"6' 3""",190.5,210.0,R,1990,2019,29,18,St Louis,Blues,STL
8474567,7,369486,19,1,4,0,0,0,0,18,21.0,19184,106.39999999999999,R,20192020,Zach,Bogosian,USA,Massena,D,1990-07-15 01:00:00,NY,"6' 3""",190.5,221.0,R,1990,2019,29,19,Buffalo,Sabres,BUF
8474567,14,66022,10,0,2,0,0,0,1,17,7.0,10056,56.40000000000001,R,20192020,Zach,Bogosian,USA,Massena,D,1990-07-15 01:00:00,NY,"6' 3""",190.5,221.0,R,1990,2019,29,31,Tampa Bay,Lightning,TBL
8474568,14,177777,25,1,2,0,0,0,0,31,21.0,18677,111.19999999999997,R,20192020,Luke,Schenn,CAN,Saskatoon,D,1989-11-02 00:00:00,SK,"6' 2""",187.96,229.0,R,1989,2019,30,31,Tampa Bay,Lightning,TBL
8474569,21,195525,9,0,4,0,0,0,0,12,2.0,6826,54.4,R,20192020,Colin,Wilson,USA,Greenwich,C,1989-10-20 01:00:00,CT,"6' 1""",185.42,221.0,L,1989,2019,30,27,Colorado,Avalanche,COL
8474571,9,322878,20,2,2,0,0,1,0,29,5.0,11657,96.4,R,20192020,Mikkel,Boedker,DNK,Brondby,LW,1989-12-16 00:00:00,,"6' 0""",182.88,210.0,L,1989,2019,30,30,Ottawa,Senators,OTT
8474573,2,1862520,68,14,29,2,7,1,0,94,48.0,68946,633.7000000000002,R,20192020,Josh,Bailey,CAN,Bowmanville,RW,1989-10-02 01:00:00,ON,"6' 1""",185.42,203.0,L,1989,2019,30,22,NY Islanders,Islanders,NYI
8474574,23,1257392,68,6,15,1,6,1,0,134,108.0,87751,584.7000000000002,R,20192020,Tyler,Myers,CAN,Houston,D,1990-02-01 00:00:00,TX,"6' 8""",203.2,229.0,R,1990,2019,29,20,Vancouver,Canucks,VAN
8474578,28,960793,56,6,34,1,12,1,0,120,74.0,82397,662.9000000000002,R,20192020,Erik,Karlsson,SWE,Landsbro,D,1990-05-31 01:00:00,,"6' 0""",182.88,191.0,R,1990,2019,29,29,San Jose,Sharks,SJS
8474579,52,22184,44,2,8,0,0,0,0,49,71.0,47355,279.99999999999994,R,20192020,Luca,Sbisa,CHE,Ozieri,D,1990-01-30 00:00:00,,"6' 2""",187.96,209.0,L,1990,2019,29,35,Winnipeg,Jets,WPG
8474581,12,2373854,68,4,20,1,10,0,0,87,42.0,67973,419.90000000000015,R,20192020,Jake,Gardiner,USA,Minnetonka,D,1990-07-04 01:00:00,MN,"6' 2""",187.96,200.0,L,1990,2019,29,26,Carolina,Hurricanes,CAR
8474584,24,1030829,49,2,13,0,1,0,0,57,55.0,55033,307.69999999999993,R,20192020,Michael,Del Zotto,CAN,Stouffville,D,1990-06-24 01:00:00,ON,"6' 0""",182.88,195.0,L,1990,2019,29,32,Anaheim,Ducks,ANA
8474586,2,1588095,58,16,24,4,7,0,0,136,39.0,61985,669.5000000000003,R,20192020,Jordan,Eberle,CAN,Regina,C,1990-05-15 01:00:00,SK,"5' 11""",180.34,187.0,R,1990,2019,29,22,NY Islanders,Islanders,NYI
8474589,9,971183,61,14,19,5,5,0,0,139,22.0,53829,582.6,R,20192020,Tyler,Ennis,CAN,Edmonton,LW,1989-10-06 01:00:00,AB,"5' 9""",175.26,161.0,L,1989,2019,30,30,Ottawa,Senators,OTT
8474589,22,266244,9,2,2,0,0,0,0,20,4.0,7947,78.4,R,20192020,Tyler,Ennis,CAN,Edmonton,LW,1989-10-06 01:00:00,AB,"5' 9""",175.26,161.0,L,1989,2019,30,25,Edmonton,Oilers,EDM
8474590,15,1626872,69,15,60,2,24,0,0,189,108.0,101954,1148.1999999999998,R,20192020,John,Carlson,USA,Natick,D,1990-01-10 00:00:00,MA,"6' 3""",190.5,218.0,R,1990,2019,29,24,Washington,Capitals,WSH
8474597,9,380749,24,1,1,0,0,0,0,17,24.0,21871,85.60000000000001,R,20192020,Cody,Goloubef,CAN,Mississauga,D,1989-11-30 00:00:00,ON,"6' 1""",185.42,200.0,R,1989,2019,30,30,Ottawa,Senators,OTT
8474597,17,56060,2,0,0,0,0,0,0,1,0.0,1822,1.6,R,20192020,Cody,Goloubef,CAN,Mississauga,D,1989-11-30 00:00:00,ON,"6' 1""",185.42,200.0,R,1989,2019,30,12,Detroit,Red Wings,DET
8474600,18,2238136,69,16,49,4,19,0,0,260,108.0,106725,1184.2999999999997,R,20192020,Roman,Josi,CHE,Bern,D,1990-06-01 01:00:00,,"6' 1""",185.42,201.0,L,1990,2019,29,34,Nashville,Predators,NSH
8474602,5,443450,46,3,9,0,6,0,0,86,50.0,54855,328.59999999999997,R,20192020,Justin,Schultz,CAN,Kelowna,D,1990-07-06 01:00:00,BC,"6' 2""",187.96,193.0,R,1990,2019,29,17,Pittsburgh,Penguins,PIT
8474604,53,927807,24,0,1,0,0,0,0,11,20.0,18050,57.60000000000001,R,20192020,Aaron,Ness,USA,Roseau,D,1990-05-18 01:00:00,MN,"5' 10""",177.8,184.0,L,1990,2019,29,28,Arizona,Coyotes,ARI
8474611,14,19716,3,1,3,0,0,0,0,5,2.0,2136,47.2,R,20192020,Cameron,Gaunce,CAN,Sudbury,D,1990-03-19 00:00:00,ON,"6' 2""",187.96,204.0,L,1990,2019,29,31,Tampa Bay,Lightning,TBL
8474612,20,1872593,50,3,9,0,0,0,0,83,110.0,63584,416.8,R,20192020,Travis,Hamonic,CAN,St. Malo,D,1990-08-16 01:00:00,MB,"6' 2""",187.96,205.0,R,1990,2019,29,21,Calgary,Flames,CGY
8474613,53,2711988,70,10,18,1,6,1,0,158,54.0,74097,608.6999999999998,R,20192020,Derek,Stepan,USA,Hastings,C,1990-06-18 01:00:00,MN,"6' 0""",182.88,196.0,R,1990,2019,29,28,Arizona,Coyotes,ARI
8474618,19,500543,14,0,1,0,0,0,0,19,10.0,16807,54.4,R,20192020,Marco,Scandella,CAN,Montreal,D,1990-02-23 00:00:00,QC,"6' 3""",190.5,208.0,L,1990,2019,29,18,St Louis,Blues,STL
8474618,7,607325,31,3,6,0,0,0,0,39,34.0,30865,200.79999999999995,R,20192020,Marco,Scandella,CAN,Montreal,D,1990-02-23 00:00:00,QC,"6' 3""",190.5,208.0,L,1990,2019,29,19,Buffalo,Sabres,BUF
8474618,8,515495,20,1,2,0,0,0,0,21,19.0,21158,92.0,R,20192020,Marco,Scandella,CAN,Montreal,D,1990-02-23 00:00:00,QC,"6' 3""",190.5,208.0,L,1990,2019,29,1,Montreal,Canadiens,MTL
8474628,20,1233402,33,2,5,0,0,0,0,57,54.0,32285,241.59999999999994,R,20192020,Michael,Stone,CAN,Winnipeg,D,1990-06-07 01:00:00,MB,"6' 3""",190.5,210.0,R,1990,2019,29,21,Calgary,Flames,CGY
8474641,24,1490248,71,26,17,5,4,0,0,169,32.0,71872,774.1000000000003,R,20192020,Adam,Henrique,CAN,Brantford,C,1990-02-06 00:00:00,ON,"6' 0""",182.88,195.0,L,1990,2019,29,32,Anaheim,Ducks,ANA
8474668,8,594982,23,1,4,0,0,0,0,15,10.0,12788,83.99999999999999,R,20192020,Dale,Weise,CAN,Winnipeg,RW,1988-08-05 01:00:00,MB,"6' 2""",187.96,206.0,R,1988,2019,31,1,Montreal,Canadiens,MTL
8474673,20,2398843,64,4,15,0,1,0,0,65,87.0,78527,411.6999999999999,R,20192020,TJ,Brodie,CAN,Chatham,D,1990-06-07 01:00:00,ON,"6' 1""",185.42,182.0,L,1990,2019,29,21,Calgary,Flames,CGY
8474679,29,224203,70,15,27,3,6,1,0,151,26.0,75736,685.7000000000003,R,20192020,Gustav,Nyquist,SWE,Halmstad,RW,1989-09-01 01:00:00,,"5' 11""",180.34,184.0,L,1989,2019,30,36,Columbus,Blue Jackets,CBJ
8474683,4,47329,10,1,5,0,0,0,1,17,8.0,8153,93.99999999999999,R,20192020,Derek,Grant,CAN,Abbotsford,C,1990-04-20 01:00:00,BC,"6' 3""",190.5,215.0,L,1990,2019,29,16,Philadelphia,Flyers,PHI
8474683,24,1024759,49,14,6,2,0,3,1,81,20.0,40780,386.5999999999999,R,20192020,Derek,Grant,CAN,Abbotsford,C,1990-04-20 01:00:00,BC,"6' 3""",190.5,215.0,L,1990,2019,29,32,Anaheim,Ducks,ANA
8474685,21,1180160,53,12,13,0,0,3,1,96,23.0,44630,446.40000000000003,R,20192020,Matt,Calvert,CAN,Brandon,LW,1989-12-24 00:00:00,MB,"5' 11""",180.34,186.0,L,1989,2019,30,27,Colorado,Avalanche,COL
8474688,30,216072,20,0,3,0,0,0,0,22,30.0,18565,107.19999999999999,R,20192020,Greg,Pateryn,USA,Sterling Heights,D,1990-06-20 01:00:00,MI,"6' 3""",190.5,224.0,R,1990,2019,29,37,Minnesota,Wild,MIN
8474697,9,840803,53,7,11,0,0,1,0,63,120.0,57047,466.79999999999995,R,20192020,Mark,Borowiecki,CAN,Ottawa,D,1989-07-12 01:00:00,ON,"6' 1""",185.42,207.0,L,1989,2019,30,30,Ottawa,Senators,OTT
8474709,2,1505758,55,5,3,0,0,0,0,49,24.0,34397,200.79999999999995,R,20192020,Matt,Martin,CAN,Windsor,LW,1989-05-08 01:00:00,ON,"6' 3""",190.5,220.0,L,1989,2019,30,22,NY Islanders,Islanders,NYI
8474715,29,132406,44,12,14,3,5,0,0,148,21.0,47111,530.4,R,20192020,Cam,Atkinson,USA,Riverside,RW,1989-06-05 01:00:00,CT,"5' 8""",172.72,179.0,R,1989,2019,30,36,Columbus,Blue Jackets,CBJ
8474716,30,676201,62,12,20,3,10,0,0,112,102.0,83972,652.8999999999999,R,20192020,Jared,Spurgeon,CAN,Edmonton,D,1989-11-29 00:00:00,AB,"5' 9""",175.26,168.0,R,1989,2019,30,37,Minnesota,Wild,MIN
8474717,21,467247,21,0,2,0,0,0,0,29,19.0,17765,92.80000000000003,R,20192020,Mark,Barberio,CAN,Montreal,D,1990-03-23 00:00:00,QC,"6' 1""",185.42,207.0,L,1990,2019,29,27,Colorado,Avalanche,COL
8474722,14,90653,12,1,2,0,0,0,0,10,3.0,6338,48.800000000000004,R,20192020,Luke,Witkowski,USA,Holland,RW,1990-04-14 01:00:00,MI,"6' 2""",187.96,210.0,R,1990,2019,29,31,Tampa Bay,Lightning,TBL
8474736,20,709288,19,3,2,0,0,0,0,19,8.0,9427,95.19999999999999,R,20192020,Zac,Rinaldo,CAN,Mississauga,C,1990-06-15 01:00:00,ON,"5' 10""",177.8,192.0,L,1990,2019,29,21,Calgary,Flames,CGY
8474774,28,34040,2,0,0,0,0,0,0,2,3.0,1537,8.0,R,20192020,Dalton,Prout,CAN,Kingsville,D,1990-03-13 00:00:00,ON,"6' 3""",190.5,230.0,R,1990,2019,29,29,San Jose,Sharks,SJS
8474818,23,816409,44,1,6,0,0,0,0,58,62.0,42996,251.99999999999997,R,20192020,Jordie,Benn,CAN,Victoria,D,1987-07-26 01:00:00,BC,"6' 2""",187.96,198.0,L,1987,2019,32,20,Vancouver,Canucks,VAN
8474849,23,757100,41,7,6,1,1,0,0,55,14.0,29113,243.39999999999998,R,20192020,Antoine,Roussel,FRA,Roubaix,LW,1989-11-21 00:00:00,,"5' 11""",180.34,195.0,L,1989,2019,30,20,Vancouver,Canucks,VAN
8474870,14,481980,68,16,18,2,7,0,0,118,23.0,59211,566.1000000000003,R,20192020,Tyler,Johnson,USA,Spokane,C,1990-07-29 01:00:00,WA,"5' 8""",172.72,183.0,R,1990,2019,29,31,Tampa Bay,Lightning,TBL
8474873,17,259655,9,0,1,0,0,0,0,6,7.0,7861,28.800000000000004,R,20192020,Brian,Lashoff,USA,Albany,D,1990-07-16 01:00:00,NY,"6' 3""",190.5,219.0,L,1990,2019,29,12,Detroit,Red Wings,DET
8474884,13,578071,69,29,30,11,10,0,0,214,22.0,69708,976.1,R,20192020,Mike,Hoffman,CAN,Kitchener,LW,1989-11-24 00:00:00,ON,"6' 0""",182.88,181.0,L,1989,2019,30,33,Florida,Panthers,FLA
8475098,19,2534277,70,13,17,2,2,1,0,115,36.0,64485,537.6,R,20192020,Tyler,Bozak,CAN,Regina,C,1986-03-19 00:00:00,SK,"6' 1""",185.42,195.0,R,1986,2019,33,18,St Louis,Blues,STL
8475149,7,1185769,60,9,21,1,5,0,0,87,22.0,61730,453.4000000000001,R,20192020,Marcus,Johansson,SWE,Landskrona,LW,1990-10-06 01:00:00,,"6' 1""",185.42,205.0,L,1990,2019,29,19,Buffalo,Sabres,BUF
8475151,1,2189390,65,25,20,11,7,0,0,155,36.0,66731,774.6000000000001,R,20192020,Kyle,Palmieri,USA,Smithtown,RW,1991-02-01 00:00:00,NY,"5' 11""",180.34,185.0,R,1991,2019,28,23,New Jersey,Devils,NJD
8475158,19,2678000,74,12,52,2,17,1,0,122,43.0,91686,835.5000000000006,R,20192020,Ryan,O'Reilly,CAN,Clinton,C,1991-02-07 00:00:00,ON,"6' 1""",185.42,216.0,L,1991,2019,28,18,St Louis,Blues,STL
8475160,26,642183,53,6,8,0,0,0,0,89,12.0,37198,297.6000000000001,R,20192020,Kyle,Clifford,CAN,Ayr,LW,1991-01-13 00:00:00,ON,"6' 2""",187.96,211.0,L,1991,2019,28,14,Los Angeles,Kings,LAK
8475160,10,491192,16,1,2,0,0,0,0,21,3.0,9170,66.4,R,20192020,Kyle,Clifford,CAN,Ayr,LW,1991-01-13 00:00:00,ON,"6' 2""",187.96,211.0,L,1991,2019,28,5,Toronto,Maple Leafs,TOR
8475163,22,1944068,65,11,13,6,7,0,0,97,15.0,51182,421.7000000000001,R,20192020,Alex,Chiasson,CAN,Montreal,RW,1990-10-01 01:00:00,QC,"6' 4""",193.04,208.0,R,1990,2019,29,25,Edmonton,Oilers,EDM
8475164,24,1385127,66,21,18,4,3,2,0,155,41.0,70026,717.0999999999999,R,20192020,Jakob,Silfverberg,SWE,Gävle,RW,1990-10-13 01:00:00,,"6' 2""",187.96,202.0,R,1990,2019,29,32,Anaheim,Ducks,ANA
8475166,10,1966937,63,26,34,7,14,0,0,197,31.0,73897,959.3,R,20192020,John,Tavares,CAN,Mississauga,C,1990-09-20 01:00:00,ON,"6' 1""",185.42,208.0,L,1990,2019,29,5,Toronto,Maple Leafs,TOR
8475167,14,488947,69,11,45,4,19,0,0,158,101.0,97936,917.8999999999997,R,20192020,Victor,Hedman,SWE,Ornskoldsvik,D,1990-12-18 00:00:00,,"6' 6""",198.12,223.0,L,1990,2019,29,31,Tampa Bay,Lightning,TBL
8475168,18,2140074,66,13,29,5,6,0,0,136,22.0,66847,646.3,R,20192020,Matt,Duchene,CAN,Haliburton,C,1991-01-16 00:00:00,ON,"5' 11""",180.34,195.0,L,1991,2019,28,34,Nashville,Predators,NSH
8475169,28,1104653,64,26,21,14,4,2,0,216,25.0,75028,878.6,R,20192020,Evander,Kane,CAN,Vancouver,LW,1991-08-02 01:00:00,BC,"6' 2""",187.96,212.0,L,1991,2019,28,29,San Jose,Sharks,SJS
8475170,19,2678235,74,25,35,10,12,0,0,141,22.0,81538,851.8000000000002,R,20192020,Brayden,Schenn,CAN,Saskatoon,C,1991-08-22 01:00:00,SK,"6' 1""",185.42,200.0,L,1991,2019,28,18,St Louis,Blues,STL
8475171,53,2557791,66,9,21,2,5,1,0,135,65.0,91114,601.4999999999999,R,20192020,Oliver,Ekman-Larsson,SWE,Karlskrona,D,1991-07-17 01:00:00,,"6' 2""",187.96,200.0,L,1991,2019,28,28,Arizona,Coyotes,ARI
8475172,21,1198343,54,20,20,5,9,0,0,147,9.0,56843,656.6,R,20192020,Nazem,Kadri,CAN,London,C,1990-10-06 01:00:00,ON,"6' 0""",182.88,195.0,L,1990,2019,29,27,Colorado,Avalanche,COL
8475176,18,1591641,49,8,30,2,7,0,0,114,96.0,69103,676.4999999999999,R,20192020,Ryan,Ellis,CAN,Hamilton,D,1991-01-03 00:00:00,ON,"5' 10""",177.8,180.0,R,1991,2019,28,34,Nashville,Predators,NSH
8475177,16,418751,29,1,5,0,0,0,0,42,73.0,34645,236.0,R,20192020,Calvin,de Haan,CAN,Carp,D,1991-05-09 01:00:00,ON,"6' 1""",185.42,198.0,L,1991,2019,28,11,Chicago,Blackhawks,CHI
8475178,22,1768523,59,15,19,0,0,0,0,99,8.0,55444,503.20000000000005,R,20192020,Zack,Kassian,CAN,Windsor,RW,1991-01-24 00:00:00,ON,"6' 3""",190.5,209.0,R,1991,2019,28,25,Edmonton,Oilers,EDM
8475179,52,39589,51,2,8,0,0,0,0,54,77.0,61259,297.60000000000014,R,20192020,Dmitry,Kulikov,RUS,Lipetsk,D,1990-10-29 00:00:00,,"6' 1""",185.42,204.0,L,1990,2019,29,35,Winnipeg,Jets,WPG
